ID,Category
212992,FWD
213007,FWD
213301,FWD
213602,DEF
213644,DEF
209510,DEF
209729,FWD
210004,DEF
210202,FWD
210311,FWD
210381,DEF
210484,DEF
211189,DEF
211204,DEF
207669,FWD
207892,DEF
207954,DEF
208324,DEF
208462,DEF
204381,FWD
205194,DEF
204786,DEF
205559,FWD
202077,FWD
202401,FWD
202491,GK
202778,GK
202799,FWD
202910,GK
203225,DEF
203239,GK
199738,DEF
199762,DEF
199917,DEF
200807,DEF
201025,DEF
201114,FWD
195313,DEF
190959,DEF
191066,DEF
198688,DEF
192636,FWD
186954,FWD
188762,DEF
188601,DEF
189110,DEF
189141,FWD
189691,FWD
189849,FWD
183377,DEF
183565,DEF
184229,DEF
184202,FWD
184890,FWD
184823,FWD
184387,DEF
176062,FWD
176403,FWD
176732,DEF
178616,DEF
167194,DEF
166114,FWD
260875,DEF
120312,DEF
256781,DEF
257063,FWD
257288,GK
257398,FWD
257414,FWD
257566,FWD
257558,FWD
257713,DEF
258263,DEF
255043,FWD
255009,FWD
255154,DEF
255197,DEF
255753,FWD
253241,FWD
253292,FWD
253596,DEF
253886,DEF
254054,DEF
251914,FWD
252485,FWD
252488,DEF
250807,FWD
251155,DEF
251185,GK
246808,DEF
246814,FWD
246866,FWD
247027,DEF
247360,DEF
247264,DEF
247534,FWD
245340,FWD
245341,FWD
245898,FWD
246014,DEF
246108,FWD
246141,FWD
246157,DEF
246263,DEF
244085,FWD
244161,FWD
244187,DEF
244489,DEF
244654,GK
244884,FWD
242749,FWD
242908,FWD
242944,DEF
242974,DEF
243100,DEF
243185,DEF
243201,GK
243449,DEF
243733,DEF
242596,DEF
241410,FWD
241523,FWD
241562,DEF
241551,DEF
241570,DEF
241652,FWD
241985,FWD
241931,DEF
239438,DEF
239513,DEF
239944,FWD
239980,DEF
240053,DEF
238049,FWD
238270,DEF
238389,DEF
238062,DEF
236681,DEF
237252,DEF
237702,DEF
235425,DEF
235464,DEF
236024,FWD
235950,FWD
236260,DEF
236242,DEF
234158,FWD
234198,DEF
234359,DEF
232611,DEF
232643,DEF
232687,DEF
233379,FWD
233569,DEF
231123,DEF
232000,FWD
230210,DEF
230321,GK
228759,DEF
228883,DEF
228893,DEF
228997,DEF
229686,DEF
229707,FWD
226646,DEF
227287,DEF
227561,FWD
227638,FWD
227920,FWD
226580,FWD
224608,DEF
224724,FWD
224821,DEF
224842,DEF
225105,FWD
225077,DEF
225395,GK
225316,DEF
225632,FWD
225738,FWD
226468,FWD
226220,FWD
226506,DEF
222970,FWD
223151,FWD
223569,FWD
223876,FWD
222969,DEF
221657,FWD
221700,GK
221643,FWD
221756,FWD
221889,FWD
220593,GK
220491,FWD
220637,DEF
220708,FWD
220805,FWD
216184,FWD
216633,GK
216791,DEF
216477,FWD
212467,DEF
212428,FWD
212518,GK
213204,FWD
213512,DEF
213557,FWD
213905,FWD
210784,FWD
211132,GK
210941,GK
211176,FWD
211214,FWD
211870,FWD
208631,FWD
208688,DEF
209484,FWD
209667,DEF
209769,FWD
209761,DEF
205388,DEF
206295,DEF
206408,FWD
207497,FWD
207753,DEF
203357,DEF
203558,DEF
203491,FWD
204050,DEF
204278,DEF
201083,FWD
201301,DEF
201512,DEF
202050,FWD
199510,FWD
199747,DEF
200395,DEF
194213,GK
194873,DEF
194329,DEF
194431,DEF
196072,FWD
197496,GK
193097,DEF
193169,FWD
193226,FWD
186950,DEF
188289,FWD
188424,DEF
188756,DEF
188779,DEF
188856,DEF
188968,GK
189155,DEF
189186,FWD
189536,FWD
189885,FWD
186655,GK
181989,FWD
182209,DEF
182897,GK
171082,DEF
171087,DEF
171831,DEF
171490,GK
176849,DEF
170342,DEF
158543,FWD
160005,FWD
160121,FWD
163625,DEF
162052,GK
164766,DEF
165191,FWD
162875,DEF
258575,DEF
258626,FWD
258819,FWD
260894,DEF
261307,FWD
109493,GK
257243,FWD
257358,FWD
257352,FWD
257703,FWD
257039,FWD
255005,FWD
255253,FWD
255400,DEF
253178,FWD
253256,DEF
253276,DEF
253296,DEF
253357,DEF
253766,DEF
253878,DEF
253906,FWD
254056,DEF
253953,FWD
251595,DEF
251709,GK
252081,GK
252121,FWD
252074,DEF
252123,GK
248069,FWD
248110,DEF
248489,DEF
250882,FWD
251057,GK
246594,DEF
246471,FWD
246688,DEF
246840,DEF
246951,FWD
246974,DEF
247069,DEF
247270,FWD
247378,FWD
244941,FWD
245218,FWD
245586,DEF
245055,FWD
245770,FWD
246044,FWD
246093,FWD
244133,DEF
244050,DEF
244364,GK
244509,FWD
242547,DEF
242708,DEF
242692,FWD
242716,FWD
243080,DEF
243156,DEF
241131,DEF
240999,FWD
241411,DEF
241405,FWD
241689,FWD
239902,DEF
240120,FWD
240019,FWD
240196,DEF
240176,DEF
240044,DEF
238303,FWD
238379,GK
238461,FWD
238519,DEF
238820,DEF
238923,DEF
238938,FWD
239099,DEF
237179,FWD
237439,DEF
237490,DEF
237333,DEF
237563,FWD
235815,DEF
235855,FWD
235988,FWD
236037,FWD
236169,FWD
236273,DEF
236615,DEF
234148,DEF
234472,DEF
234746,FWD
234963,DEF
235049,DEF
232619,FWD
232636,DEF
232908,DEF
233078,FWD
233109,FWD
232897,FWD
233148,FWD
231472,DEF
231948,DEF
232117,DEF
232107,GK
232284,GK
230070,DEF
230141,DEF
230287,FWD
230419,FWD
228357,FWD
228506,FWD
228519,FWD
229038,DEF
229084,DEF
229171,FWD
229249,DEF
229436,DEF
225770,DEF
225875,DEF
225924,FWD
226675,GK
224161,FWD
224300,DEF
224420,FWD
224542,DEF
224770,FWD
224915,FWD
225134,GK
224981,DEF
222329,FWD
222639,GK
222993,FWD
223064,DEF
223306,DEF
223120,DEF
219767,DEF
220584,GK
220663,DEF
220807,GK
216134,DEF
216227,FWD
216359,DEF
216377,FWD
216568,FWD
216736,DEF
216746,DEF
216114,DEF
213348,DEF
213449,DEF
213570,DEF
213327,DEF
213856,DEF
213901,DEF
214104,DEF
214382,FWD
214414,DEF
214701,DEF
211166,DEF
211358,GK
211707,DEF
211723,DEF
211888,DEF
211954,DEF
211952,FWD
212341,DEF
209072,DEF
209166,GK
209333,GK
209569,FWD
210108,FWD
205752,FWD
205862,DEF
206412,GK
203754,DEF
203848,DEF
203853,FWD
203862,DEF
204033,DEF
204219,DEF
204468,FWD
201068,FWD
201082,GK
201484,FWD
202199,GK
201940,GK
202617,GK
198003,FWD
198062,DEF
198017,FWD
191123,FWD
191556,FWD
191944,FWD
192008,DEF
192231,DEF
187761,FWD
187959,GK
188124,DEF
188145,DEF
188177,DEF
183283,DEF
183407,DEF
183544,FWD
184040,GK
184764,DEF
167936,DEF
168629,FWD
172232,DEF
173530,FWD
173859,FWD
176345,GK
176472,DEF
176599,FWD
178187,DEF
126883,DEF
144050,FWD
156164,DEF
156683,DEF
159983,FWD
160102,DEF
160206,FWD
258925,FWD
258953,FWD
259011,FWD
259094,FWD
259222,FWD
259584,DEF
259751,FWD
260328,DEF
257121,DEF
257154,FWD
257185,DEF
257271,DEF
257561,FWD
257945,DEF
257957,DEF
255241,FWD
255278,DEF
255307,FWD
255533,DEF
255592,FWD
255876,FWD
255928,DEF
256282,FWD
255949,DEF
255977,DEF
254142,DEF
253568,FWD
253253,DEF
253353,DEF
253473,DEF
253813,FWD
252036,DEF
252265,FWD
252358,FWD
252483,DEF
252512,DEF
252724,FWD
252738,DEF
252965,GK
252974,FWD
250810,DEF
250847,DEF
251212,DEF
251258,DEF
251330,GK
251376,DEF
251385,DEF
247351,FWD
248005,DEF
248201,FWD
248112,DEF
245367,GK
245692,DEF
246324,DEF
246127,DEF
246729,FWD
244288,FWD
244366,GK
244394,DEF
244438,DEF
244521,DEF
244486,FWD
244636,FWD
244703,DEF
244684,FWD
244800,DEF
243363,DEF
243519,FWD
243523,DEF
243698,DEF
243683,DEF
243773,DEF
243655,DEF
241970,DEF
241995,DEF
242482,DEF
242528,FWD
242612,FWD
242623,DEF
241281,DEF
241566,DEF
241859,GK
241884,DEF
239686,DEF
239800,DEF
239977,FWD
240067,FWD
240170,GK
240209,FWD
238895,DEF
238961,DEF
239010,DEF
239091,DEF
239137,DEF
238019,FWD
236831,FWD
235955,FWD
235980,FWD
236166,FWD
236174,FWD
236270,DEF
236209,DEF
236667,FWD
236875,DEF
236877,DEF
234650,DEF
234726,FWD
234854,FWD
235108,DEF
235157,FWD
233047,DEF
233071,FWD
233121,FWD
233173,DEF
233254,FWD
233378,FWD
233571,DEF
233655,FWD
233804,DEF
231967,DEF
232136,DEF
232372,DEF
232375,FWD
232447,GK
230511,FWD
230509,FWD
230557,FWD
229036,DEF
229057,DEF
229267,DEF
229285,DEF
229379,GK
229477,FWD
229508,DEF
229610,DEF
229655,GK
226044,FWD
226815,DEF
226924,DEF
227219,DEF
227810,FWD
227700,DEF
227961,DEF
228058,DEF
228283,DEF
224475,GK
224690,DEF
224633,DEF
224854,FWD
222438,GK
222472,DEF
222937,DEF
223004,FWD
223679,DEF
221358,DEF
221475,DEF
221648,DEF
221651,FWD
221705,DEF
221812,DEF
221772,FWD
221836,DEF
221986,DEF
221926,FWD
217391,DEF
218047,DEF
213864,DEF
213954,GK
214940,DEF
215477,DEF
215540,DEF
215495,DEF
211556,DEF
211581,DEF
211594,DEF
211817,DEF
211825,DEF
211881,DEF
211935,FWD
211953,GK
209315,DEF
210000,DEF
210409,DEF
210492,DEF
208764,GK
206605,FWD
207502,DEF
207741,FWD
208122,DEF
208229,DEF
208302,DEF
204860,FWD
204892,FWD
204920,DEF
204979,DEF
205048,FWD
205072,DEF
205096,DEF
205153,DEF
205159,DEF
205163,DEF
202459,FWD
203034,GK
203264,DEF
203447,FWD
203454,DEF
200210,FWD
200346,FWD
200895,DEF
201038,FWD
194759,DEF
194372,GK
195356,GK
195480,DEF
196353,DEF
197831,DEF
198135,DEF
198094,DEF
189573,FWD
190247,DEF
190457,FWD
190545,DEF
190752,DEF
183686,DEF
183997,DEF
184242,DEF
184278,DEF
184707,FWD
185438,FWD
172561,DEF
173891,DEF
176585,DEF
177515,FWD
177508,GK
178379,DEF
159975,FWD
159989,FWD
160110,FWD
160116,FWD
160130,FWD
160143,FWD
160221,FWD
162053,DEF
160173,DEF
166539,FWD
261243,DEF
52326,GK
110606,GK
259789,FWD
259858,FWD
260286,FWD
258502,DEF
258560,FWD
258692,FWD
259075,DEF
257555,DEF
257573,FWD
257711,DEF
258014,FWD
256538,DEF
256830,FWD
256882,FWD
257007,FWD
255441,DEF
255541,DEF
255585,DEF
254472,GK
254637,FWD
254705,DEF
253465,DEF
253472,DEF
253549,FWD
253583,DEF
253625,FWD
253923,FWD
254123,DEF
254220,FWD
254228,DEF
252490,GK
252573,DEF
252716,DEF
252789,GK
252799,GK
252927,DEF
253002,FWD
252903,FWD
253034,DEF
253129,DEF
253156,FWD
253143,FWD
251630,FWD
251781,DEF
252014,DEF
251916,FWD
252015,DEF
252052,FWD
251041,DEF
251044,DEF
251052,FWD
251079,FWD
251087,DEF
251096,DEF
251173,FWD
251343,DEF
251380,DEF
247679,FWD
247941,FWD
247944,GK
248011,FWD
248035,DEF
248092,DEF
248097,DEF
248758,DEF
248765,FWD
246393,FWD
246560,FWD
246683,FWD
246685,DEF
246803,DEF
246827,FWD
246910,FWD
246958,GK
245436,FWD
245497,FWD
245632,GK
245809,FWD
245849,DEF
244154,FWD
244250,FWD
244277,DEF
244319,FWD
244435,DEF
244500,DEF
244503,GK
244538,DEF
244810,GK
243312,DEF
243354,FWD
243532,FWD
243587,GK
243713,DEF
242212,FWD
242447,DEF
242599,DEF
241132,DEF
241213,DEF
241197,DEF
241645,FWD
241765,DEF
240008,DEF
240258,DEF
240319,FWD
240212,GK
240227,DEF
240335,DEF
240497,FWD
240513,FWD
238103,DEF
238636,DEF
238649,FWD
238686,FWD
238725,DEF
239454,FWD
236914,DEF
237217,FWD
237332,FWD
237347,DEF
237378,FWD
237436,DEF
235027,GK
235194,FWD
235237,GK
235457,FWD
235626,DEF
235935,FWD
236168,FWD
234991,FWD
234072,DEF
233879,FWD
234197,GK
234207,DEF
234413,DEF
232564,GK
232907,DEF
232922,FWD
230694,GK
231474,GK
231695,GK
231926,DEF
229065,DEF
229168,GK
229504,DEF
229530,GK
226550,DEF
227498,FWD
227686,FWD
228057,DEF
228216,DEF
228327,FWD
225189,DEF
225279,FWD
225423,DEF
225376,DEF
225458,DEF
225561,FWD
225864,DEF
225910,DEF
223095,FWD
223568,DEF
223967,FWD
224017,DEF
224108,FWD
224204,GK
223014,FWD
221025,DEF
221346,FWD
221656,DEF
221864,DEF
221938,DEF
216154,DEF
216709,DEF
217160,DEF
217332,DEF
218848,FWD
218863,FWD
218922,DEF
219275,DEF
219467,DEF
219566,FWD
213009,FWD
213663,DEF
213687,DEF
213822,DEF
214217,DEF
210368,GK
210700,DEF
211143,FWD
211434,DEF
211536,DEF
211607,GK
206584,DEF
207427,GK
207429,FWD
207499,FWD
207558,FWD
207639,DEF
207716,DEF
207836,FWD
208129,FWD
208577,FWD
209413,DEF
203224,DEF
203292,DEF
203331,FWD
203355,FWD
204297,DEF
204322,FWD
199294,DEF
200239,FWD
200369,DEF
200742,DEF
200812,DEF
200898,FWD
201019,FWD
201035,GK
201169,GK
201873,GK
193627,FWD
196315,DEF
196905,DEF
196940,DEF
197148,FWD
197928,GK
190665,FWD
191108,FWD
191669,DEF
184077,DEF
183643,GK
184301,FWD
184471,FWD
186126,DEF
186514,FWD
186590,FWD
187782,DEF
169591,DEF
170286,DEF
170636,DEF
175316,DEF
176207,FWD
159080,FWD
159941,DEF
159973,FWD
260359,FWD
260707,FWD
260597,DEF
260813,FWD
260831,FWD
260869,FWD
260995,DEF
261161,FWD
261281,DEF
259170,FWD
259209,FWD
259307,DEF
259405,FWD
259214,DEF
259532,GK
259788,DEF
258149,FWD
258328,GK
258405,FWD
258485,GK
258550,DEF
258817,FWD
257560,FWD
257612,FWD
257551,FWD
257644,FWD
257804,DEF
257839,FWD
257863,DEF
256266,FWD
256326,FWD
256478,FWD
256780,DEF
255463,FWD
255449,DEF
255536,DEF
255566,DEF
254789,DEF
254935,GK
254942,FWD
254963,DEF
254996,DEF
253179,FWD
253211,GK
253282,DEF
253620,DEF
254019,FWD
251956,DEF
252066,FWD
252248,DEF
252201,FWD
252316,DEF
252382,DEF
250813,DEF
251088,DEF
251236,FWD
251303,FWD
251364,DEF
247658,FWD
247963,DEF
247970,DEF
248024,GK
248165,DEF
246550,DEF
246614,DEF
246682,FWD
246744,DEF
246909,DEF
244559,FWD
244634,DEF
244920,DEF
245092,DEF
243445,FWD
243520,DEF
243572,DEF
243921,DEF
244041,FWD
242594,FWD
242655,FWD
242678,FWD
240891,FWD
241005,FWD
241036,DEF
241311,DEF
241595,FWD
241614,DEF
240062,DEF
240133,FWD
240218,GK
240274,GK
240305,GK
240405,DEF
240437,DEF
240434,FWD
240605,DEF
240587,FWD
238557,DEF
238977,FWD
239145,DEF
239215,FWD
237032,DEF
237080,DEF
237414,GK
237428,FWD
235573,DEF
235632,DEF
235800,DEF
235887,FWD
235946,FWD
236325,DEF
233973,GK
234586,DEF
232269,FWD
232671,FWD
232746,DEF
232918,DEF
230532,FWD
230836,DEF
230928,DEF
227951,DEF
228366,DEF
228325,FWD
228472,DEF
228516,DEF
228607,GK
228667,DEF
228685,FWD
224526,DEF
224668,DEF
225053,DEF
225336,DEF
225387,DEF
225419,GK
225509,FWD
225867,FWD
222087,FWD
222209,DEF
222997,DEF
223080,DEF
223305,FWD
219643,GK
219529,DEF
219795,GK
220979,DEF
214634,DEF
214682,DEF
215233,DEF
215660,DEF
215692,FWD
216280,GK
211095,FWD
211141,DEF
211900,DEF
211717,DEF
211446,DEF
212535,DEF
212175,GK
212718,FWD
212574,FWD
212540,GK
207828,FWD
208316,FWD
208348,DEF
208776,GK
209361,DEF
209369,FWD
202292,DEF
202647,GK
194076,FWD
194678,DEF
195124,FWD
198841,DEF
199467,FWD
199479,DEF
199684,DEF
190518,FWD
190559,DEF
190637,DEF
192496,DEF
184148,GK
187837,FWD
173660,DEF
173785,DEF
178289,GK
180717,GK
177568,DEF
160081,DEF
160139,FWD
160155,FWD
160213,FWD
165509,FWD
165447,FWD
165880,DEF
261167,FWD
261275,FWD
261444,FWD
101317,GK
137461,FWD
129566,DEF
260082,DEF
260149,DEF
260244,FWD
260282,FWD
260306,DEF
260410,DEF
260564,FWD
258482,FWD
258504,FWD
258625,DEF
257423,DEF
257635,GK
257584,GK
257706,FWD
257728,DEF
257740,GK
257797,FWD
256527,DEF
256732,FWD
256950,DEF
257068,DEF
257076,DEF
257093,FWD
255412,GK
255524,DEF
255452,GK
255871,FWD
254964,FWD
255110,DEF
255142,DEF
253694,FWD
253821,DEF
253954,FWD
254266,GK
254273,DEF
252785,DEF
252775,FWD
252866,DEF
252983,DEF
252936,FWD
252996,FWD
252565,FWD
251346,FWD
251466,FWD
251493,DEF
251482,FWD
251597,FWD
251727,FWD
251782,FWD
247872,FWD
247886,DEF
247967,DEF
248245,DEF
248443,DEF
248553,DEF
248674,FWD
248821,DEF
246680,DEF
246760,FWD
246858,DEF
246862,FWD
247067,GK
244891,DEF
245041,DEF
245268,DEF
245510,DEF
245648,FWD
245615,FWD
243516,DEF
243643,FWD
243785,DEF
243924,DEF
244010,GK
241658,FWD
241494,DEF
242154,FWD
242221,FWD
242399,FWD
242584,DEF
242364,FWD
240397,DEF
240550,DEF
240786,DEF
240788,FWD
240836,FWD
240856,GK
240858,FWD
238919,GK
239042,FWD
239245,FWD
237382,GK
237497,DEF
237624,DEF
237667,FWD
237732,FWD
237800,FWD
237802,GK
237933,DEF
238189,DEF
235288,FWD
235143,DEF
235744,FWD
236006,DEF
236009,DEF
236400,DEF
236677,DEF
236445,DEF
232559,FWD
232585,DEF
232680,FWD
233728,DEF
233383,DEF
233710,FWD
233961,FWD
234039,DEF
234170,DEF
230865,DEF
230919,DEF
231028,GK
231033,DEF
231063,FWD
231284,DEF
231322,FWD
228863,FWD
228928,DEF
229303,DEF
229493,FWD
229513,FWD
224964,FWD
225432,GK
225781,DEF
226654,DEF
222978,DEF
223001,DEF
223253,DEF
223264,DEF
223663,FWD
223902,FWD
223916,FWD
223993,FWD
220742,DEF
221519,DEF
221373,FWD
211846,DEF
211835,GK
212805,DEF
213110,FWD
209002,GK
209222,DEF
209285,DEF
209757,GK
209843,GK
203930,DEF
204222,DEF
205311,FWD
205586,FWD
200283,FWD
200714,FWD
200928,FWD
201094,GK
201268,FWD
202033,DEF
186259,DEF
189281,DEF
189408,DEF
190492,DEF
192457,GK
170229,DEF
172928,FWD
177389,FWD
140422,DEF
152523,GK
260355,FWD
260552,FWD
260589,DEF
261025,FWD
261083,DEF
259204,FWD
259255,GK
259306,GK
259407,FWD
259411,FWD
259528,DEF
259453,DEF
259534,FWD
259758,FWD
259787,DEF
258341,DEF
258447,DEF
258510,FWD
257380,DEF
257399,FWD
257471,DEF
257707,FWD
257664,FWD
257721,GK
257862,GK
257938,FWD
257896,DEF
256059,FWD
256068,DEF
256399,DEF
255081,DEF
255163,DEF
255171,DEF
255183,DEF
254315,GK
254350,DEF
254469,DEF
254451,FWD
254627,FWD
254632,FWD
254648,FWD
254665,DEF
252778,DEF
252794,FWD
252916,FWD
253308,GK
253407,FWD
253799,DEF
253779,FWD
253979,FWD
251352,FWD
251494,FWD
251495,DEF
251548,DEF
251729,FWD
248477,DEF
248498,FWD
248740,FWD
248488,DEF
250801,FWD
250948,FWD
250955,DEF
246604,FWD
246922,DEF
247001,DEF
247426,FWD
245079,FWD
245369,DEF
245286,FWD
245410,DEF
241085,DEF
241312,FWD
241339,DEF
241349,DEF
241435,FWD
241584,GK
241650,FWD
242230,DEF
242260,DEF
239942,DEF
239989,DEF
240192,GK
240428,FWD
240506,GK
237875,DEF
237926,DEF
237965,DEF
238060,GK
238081,FWD
238121,GK
238298,GK
238188,FWD
238338,FWD
238642,FWD
236686,DEF
236197,FWD
236321,FWD
236487,FWD
236604,FWD
236637,FWD
232677,FWD
233932,DEF
234155,DEF
234221,DEF
234358,DEF
229126,DEF
229185,DEF
229981,FWD
230737,FWD
230893,GK
226261,FWD
226496,FWD
226504,DEF
226848,FWD
227659,FWD
227682,DEF
227877,FWD
227881,DEF
222180,DEF
222463,FWD
222582,DEF
222931,DEF
214679,DEF
215418,GK
215971,DEF
203548,FWD
205255,FWD
207606,GK
208151,FWD
184491,DEF
184584,DEF
186494,GK
186751,FWD
187797,DEF
193083,DEF
195481,FWD
11381,GK
163858,DEF
260663,FWD
260925,FWD
260975,DEF
259752,FWD
259754,DEF
260084,FWD
260178,DEF
260264,FWD
260232,FWD
260357,FWD
260392,DEF
260443,FWD
259085,GK
259198,FWD
259327,FWD
259366,DEF
259415,FWD
259422,FWD
258439,FWD
258525,FWD
258690,DEF
258596,FWD
258723,DEF
258753,FWD
258823,FWD
258870,DEF
257847,DEF
257927,FWD
258041,FWD
258098,DEF
258146,DEF
258164,FWD
258171,DEF
258162,DEF
257067,DEF
257080,FWD
257232,FWD
257244,FWD
257247,FWD
257254,FWD
257350,GK
257397,FWD
256037,FWD
256146,DEF
256443,DEF
256445,GK
256486,FWD
256697,DEF
255414,FWD
255438,FWD
255457,DEF
255491,DEF
255534,DEF
255537,FWD
255662,DEF
255737,DEF
254560,DEF
254694,FWD
254786,GK
254844,FWD
254915,GK
254143,DEF
253452,FWD
253270,FWD
253560,FWD
253662,DEF
254020,DEF
251992,DEF
252103,FWD
251922,FWD
252407,DEF
252527,DEF
247833,FWD
248216,GK
247913,DEF
248422,FWD
248577,DEF
248706,FWD
250816,FWD
251049,FWD
251085,FWD
246713,FWD
247063,FWD
246991,DEF
246865,DEF
247308,DEF
247388,FWD
247407,DEF
247459,DEF
247499,DEF
245001,FWD
244928,FWD
245903,DEF
243482,DEF
243345,DEF
243601,DEF
243884,FWD
243959,DEF
244000,DEF
244066,GK
244082,FWD
244372,DEF
244480,DEF
242060,FWD
242156,DEF
242331,DEF
242507,DEF
242541,DEF
242823,DEF
242873,FWD
243056,DEF
243122,DEF
239801,DEF
239833,FWD
239858,DEF
239903,DEF
240463,FWD
240534,DEF
240775,FWD
238356,DEF
236601,FWD
237014,FWD
237027,FWD
237825,FWD
238075,FWD
238242,DEF
234733,FWD
234692,DEF
234619,FWD
235184,FWD
235551,DEF
230698,FWD
231510,DEF
231678,DEF
225677,DEF
225993,GK
227616,GK
227854,DEF
227870,FWD
228226,DEF
228794,DEF
228960,FWD
229182,DEF
229226,DEF
220458,DEF
222177,GK
222190,DEF
222199,DEF
222216,FWD
223011,GK
223029,DEF
208988,GK
210785,GK
210791,GK
211884,FWD
212763,GK
212735,GK
214525,GK
186610,DEF
188950,GK
191262,FWD
193209,FWD
192651,DEF
261428,FWD
261538,FWD
261584,GK
260695,FWD
260870,FWD
260923,GK
260892,DEF
261177,GK
261182,DEF
259452,FWD
259459,DEF
259563,FWD
259714,DEF
259575,DEF
260088,FWD
260104,FWD
258742,FWD
258785,DEF
259024,GK
259080,DEF
259151,FWD
259237,FWD
258084,DEF
258215,DEF
258286,FWD
258330,FWD
258322,FWD
258417,FWD
257140,GK
257166,DEF
257550,GK
256137,DEF
256214,FWD
256291,FWD
256145,GK
256405,FWD
256881,DEF
256501,FWD
255394,DEF
255527,DEF
255634,DEF
255762,FWD
255825,DEF
255878,DEF
254279,DEF
254807,FWD
254778,FWD
254845,FWD
252544,FWD
252569,DEF
252915,FWD
252984,DEF
253155,FWD
253427,FWD
253598,DEF
253623,FWD
251747,DEF
251905,DEF
251908,DEF
248339,FWD
248394,DEF
248435,FWD
248832,DEF
250763,FWD
250872,DEF
250908,DEF
250929,FWD
246464,GK
246592,FWD
246950,DEF
247101,DEF
247127,GK
247248,DEF
247365,DEF
247740,FWD
243684,FWD
244498,GK
244673,FWD
244763,GK
245332,DEF
241320,DEF
241429,DEF
242197,FWD
242258,GK
242854,FWD
237698,FWD
237872,DEF
237849,FWD
238689,DEF
239333,FWD
240363,FWD
233745,FWD
233796,DEF
235808,DEF
222277,DEF
222322,DEF
224618,DEF
225751,GK
226191,FWD
227548,FWD
193707,DEF
193713,DEF
202660,DEF
207820,DEF
261267,DEF
261383,DEF
261457,FWD
261493,FWD
261480,DEF
261563,FWD
160068,DEF
153100,GK
260473,FWD
260658,DEF
260842,DEF
260916,DEF
260924,DEF
259443,DEF
259900,GK
260043,FWD
260192,FWD
258801,FWD
258805,DEF
258825,DEF
258900,FWD
258913,DEF
258947,FWD
258974,FWD
258042,DEF
258089,DEF
258107,DEF
258289,FWD
258589,FWD
256981,FWD
257011,DEF
257082,GK
257424,FWD
257538,DEF
255995,DEF
256170,FWD
256236,DEF
254763,FWD
254858,FWD
254999,DEF
255062,DEF
252902,DEF
253169,GK
253440,FWD
254268,FWD
254282,DEF
254327,DEF
251521,FWD
251746,FWD
251882,GK
252024,DEF
247822,DEF
248371,DEF
248482,DEF
248486,DEF
248662,DEF
248576,DEF
248760,GK
245127,FWD
245530,FWD
246424,FWD
246391,DEF
242961,FWD
243042,DEF
243281,DEF
244105,FWD
240532,DEF
240684,FWD
240857,DEF
240892,FWD
241520,FWD
241953,FWD
236923,DEF
237714,DEF
237722,FWD
237677,DEF
237736,GK
238059,FWD
237885,DEF
238296,FWD
231673,FWD
232314,FWD
232838,FWD
233408,FWD
233886,GK
234121,DEF
234251,FWD
234322,DEF
220188,GK
224685,DEF
225938,GK
227182,DEF
228250,DEF
261481,FWD
261508,FWD
2702,FWD
137356,GK
160096,DEF
160013,GK
160187,FWD
160214,FWD
182076,GK
183031,GK
198990,DEF
260501,DEF
260562,FWD
260572,FWD
260642,FWD
260943,FWD
260848,DEF
261032,DEF
261102,FWD
260479,FWD
259363,DEF
259467,FWD
259458,FWD
259502,FWD
259505,DEF
259670,GK
259866,DEF
260031,FWD
260177,DEF
258619,DEF
258624,GK
258637,DEF
258644,FWD
258667,DEF
259103,DEF
257348,DEF
257427,DEF
257672,FWD
257676,FWD
257901,GK
256017,GK
256051,GK
256101,DEF
256316,DEF
256442,GK
256604,FWD
256672,DEF
256776,FWD
255164,FWD
255301,GK
255439,FWD
255800,GK
252991,FWD
253110,GK
253428,GK
253566,FWD
253475,DEF
253800,DEF
251386,DEF
251749,DEF
251750,DEF
247323,DEF
247896,DEF
248426,DEF
248709,GK
245239,FWD
245359,GK
245379,FWD
245721,FWD
246100,DEF
246795,DEF
246838,FWD
246920,DEF
246846,DEF
242786,DEF
242637,FWD
243596,DEF
243634,FWD
243690,FWD
243949,FWD
240805,FWD
238061,FWD
238498,DEF
238521,FWD
239811,GK
239006,FWD
240804,GK
229046,GK
231006,DEF
231722,GK
231438,DEF
232473,GK
233948,FWD
234988,DEF
235545,GK
199015,FWD
199007,GK
200484,DEF
205558,GK
219936,GK
210542,FWD
224622,GK
260805,FWD
260821,FWD
260933,GK
261027,GK
261195,FWD
261239,DEF
261331,DEF
259242,FWD
259348,FWD
259855,FWD
257944,FWD
258122,DEF
258155,DEF
258362,GK
258506,DEF
258688,GK
256555,DEF
256682,DEF
257019,DEF
257054,DEF
257090,DEF
257115,GK
255411,FWD
255940,FWD
255969,FWD
256234,GK
253168,FWD
253972,FWD
254155,FWD
251659,FWD
251660,DEF
251689,DEF
251777,GK
252010,FWD
252390,DEF
251361,FWD
247059,DEF
247644,GK
247687,DEF
247750,DEF
247352,FWD
243428,DEF
243917,GK
245045,DEF
239444,FWD
240433,FWD
240769,FWD
240867,DEF
241577,FWD
242245,FWD
242345,FWD
242814,DEF
226859,FWD
229678,DEF
261501,FWD
261507,DEF
261575,FWD
198485,DEF
211258,GK
211387,GK
260683,DEF
260694,DEF
260771,DEF
260775,FWD
260927,FWD
260936,GK
259266,DEF
259379,DEF
259468,FWD
259601,DEF
